origin,ori_ts,destination,des_ts,cost,k
16.0,1528259863.0,1.0,1528260587.0,0.21789000984119064,1.0
16.0,1528259863.0,4.0,1528260587.0,0.014834631012026152,1.0
5.0,1528260225.0,1.0,1528260587.0,0.10626230029215102,1.0
1.0,1528260587.0,8.0,1528260225.0,0.46277729299117293,1.0
10.0,1528260587.0,3.0,1528261311.0,0.04777961894976011,1.0
8.0,1528260949.0,3.0,1528261311.0,0.2440142426046007,1.0
8.0,1528260949.0,14.0,1528261673.0,0.07915806557055947,1.0
10.0,1528261311.0,7.0,1528262035.0,0.3043785717854412,1.0
16.0,1528261311.0,7.0,1528262035.0,0.34413814407400733,1.0
14.0,1528261673.0,8.0,1528260949.0,0.01814798842391047,1.0
1.0,1528262035.0,12.0,1528262759.0,0.07495662262063262,1.0
6.0,1528262035.0,1.0,1528262397.0,0.25380056686421026,1.0
11.0,1528262397.0,1.0,1528263121.0,0.08411238598843757,1.0
15.0,1528262397.0,2.0,1528262759.0,0.3839430368545016,1.0
16.0,1528262397.0,1.0,1528263121.0,0.21789000984119064,1.0
16.0,1528262397.0,12.0,1528264207.0,0.142578667488145,1.0
6.0,1528262397.0,2.0,1528262759.0,0.19184703137732037,1.0
7.0,1528262397.0,2.0,1528262759.0,0.4165280517839413,1.0
16.0,1528262759.0,12.0,1528263845.0,0.314452799507113,1.0
7.0,1528262759.0,1.0,1528262035.0,0.10094979729750274,1.0
11.0,1528263121.0,2.0,1528263845.0,0.019091141878169505,1.0
14.0,1528263121.0,12.0,1528263845.0,0.303047338873016,1.0
4.0,1528263121.0,12.0,1528263845.0,0.21038108928146862,2.0
6.0,1528263121.0,10.0,1528263845.0,0.17315069556984655,1.0
10.0,1528263483.0,8.0,1528264569.0,0.026192476289378767,1.0
15.0,1528263483.0,4.0,1528263121.0,0.2759275927592759,1.0
8.0,1528263483.0,2.0,1528263845.0,0.37353442532166936,2.0
8.0,1528263483.0,4.0,1528263845.0,0.18842633175427706,1.0
8.0,1528263483.0,12.0,1528264207.0,0.30436654118361456,1.0
1.0,1528263845.0,11.0,1528264569.0,0.046610298124919666,3.0
11.0,1528263845.0,8.0,1528264569.0,0.31825779083508704,1.0
2.0,1528263845.0,8.0,1528263483.0,0.3872912008584693,1.0
7.0,1528263845.0,2.0,1528264569.0,0.16694389643211743,1.0
7.0,1528263845.0,16.0,1528265293.0,0.1008543785570596,1.0
8.0,1528263845.0,11.0,1528264931.0,0.04575515848101663,1.0
12.0,1528264207.0,8.0,1528263483.0,0.37537960355585004,1.0
14.0,1528264207.0,16.0,1528265293.0,0.17170557606699646,1.0
4.0,1528264207.0,14.0,1528264569.0,0.054222816743913896,1.0
4.0,1528264207.0,12.0,1528264931.0,0.21038108928146862,1.0
4.0,1528264207.0,12.0,1528265293.0,0.18442836607779706,1.0
7.0,1528264207.0,12.0,1528264931.0,0.3727501526972176,1.0
10.0,1528264569.0,3.0,1528265293.0,0.04777961894976011,1.0
16.0,1528264569.0,11.0,1528265654.0,0.27338576117361935,1.0
2.0,1528264569.0,7.0,1528264207.0,0.33636186977293303,1.0
4.0,1528264569.0,6.0,1528264931.0,0.031134830167570803,1.0
4.0,1528264569.0,11.0,1528265293.0,0.12347500995775976,1.0
4.0,1528264569.0,16.0,1528265293.0,0.12422886173944604,1.0
7.0,1528264569.0,1.0,1528264931.0,0.4495251013512486,1.0
7.0,1528264569.0,16.0,1528265293.0,0.4495728107214702,1.0
9.0,1528264569.0,2.0,1528265293.0,0.12639944240116005,1.0
1.0,1528264931.0,7.0,1528264569.0,0.42402087526551524,1.0
12.0,1528264931.0,7.0,1528264207.0,0.3658129375912629,2.0
14.0,1528264931.0,12.0,1528265654.0,0.3040099806701527,1.0
2.0,1528264931.0,7.0,1528264569.0,0.33636186977293303,1.0
10.0,1528265293.0,8.0,1528266378.0,0.025247547674011016,1.0
12.0,1528265293.0,9.0,1528264569.0,0.4373438901297373,1.0
15.0,1528265293.0,11.0,1528266378.0,0.049172254057668445,1.0
8.0,1528265293.0,1.0,1528266016.0,0.17554285528465866,1.0
10.0,1528265654.0,15.0,1528266378.0,0.34071117594724964,1.0
14.0,1528265654.0,8.0,1528266378.0,0.01814798842391047,1.0
5.0,1528265654.0,15.0,1528266378.0,0.1797083643604237,1.0
6.0,1528265654.0,13.0,1528266378.0,0.012195275396804253,1.0
6.0,1528265654.0,16.0,1528266740.0,0.04974655533126313,1.0
8.0,1528265654.0,13.0,1528266378.0,0.0649606934788757,1.0
12.0,1528266016.0,14.0,1528267102.0,0.029234695473784357,1.0
13.0,1528266016.0,14.0,1528267102.0,0.15645243976324746,1.0
11.0,1528266378.0,13.0,1528266016.0,0.23032600583846627,1.0
15.0,1528266378.0,8.0,1528265654.0,0.276676307652345,1.0
6.0,1528266378.0,15.0,1528266740.0,0.46484299350863423,1.0
7.0,1528266378.0,2.0,1528266740.0,0.4165280517839413,1.0
8.0,1528266378.0,14.0,1528265654.0,0.07915806557055947,1.0
11.0,1528266740.0,3.0,1528267464.0,0.04219298131969851,1.0
11.0,1528266740.0,4.0,1528267464.0,0.09210836514298039,1.0
11.0,1528266740.0,6.0,1528267826.0,0.18751988767767697,1.0
12.0,1528266740.0,8.0,1528266016.0,0.37537960355585004,1.0
14.0,1528266740.0,12.0,1528267464.0,0.303047338873016,1.0
3.0,1528266740.0,14.0,1528267102.0,0.08858362874637453,1.0
5.0,1528266740.0,14.0,1528267102.0,0.39016275242123916,1.0
7.0,1528266740.0,12.0,1528267464.0,0.3727501526972176,1.0
11.0,1528267102.0,15.0,1528268188.0,0.014391159651388494,1.0
6.0,1528267102.0,3.0,1528267464.0,0.03744250361815237,1.0
6.0,1528267102.0,12.0,1528267826.0,0.26254588716544636,1.0
12.0,1528267464.0,7.0,1528266740.0,0.3658129375912629,1.0
5.0,1528267464.0,8.0,1528267826.0,0.10028805694530397,2.0
7.0,1528267464.0,11.0,1528268550.0,0.004566801379752981,3.0
11.0,1528267826.0,3.0,1528268188.0,0.47890350934015075,1.0
15.0,1528267826.0,3.0,1528268188.0,0.434257431622509,1.0
16.0,1528267826.0,3.0,1528268550.0,0.20140394069652137,1.0
16.0,1528267826.0,5.0,1528268911.0,0.12688636623287594,1.0
5.0,1528267826.0,15.0,1528268188.0,0.41014581781978815,4.0
5.0,1528267826.0,7.0,1528268188.0,0.05941288656311544,1.0
1.0,1528268188.0,11.0,1528268550.0,0.47669485093754016,1.0
13.0,1528268188.0,2.0,1528269273.0,0.005534610779331009,1.0
16.0,1528268188.0,11.0,1528269273.0,0.27338576117361935,1.0
16.0,1528268188.0,3.0,1528269273.0,0.1967910557241358,3.0
16.0,1528268188.0,11.0,1528269635.0,0.03095778471726006,2.0
7.0,1528268188.0,5.0,1528267826.0,0.08920965035211355,1.0
14.0,1528268550.0,12.0,1528269273.0,0.3040099806701527,1.0
15.0,1528268550.0,3.0,1528268911.0,0.4358202563970325,1.0
16.0,1528268550.0,15.0,1528268911.0,0.4838174629842786,1.0
4.0,1528268550.0,1.0,1528268188.0,0.17584005976645603,1.0
5.0,1528268550.0,14.0,1528268911.0,0.3918473857018435,1.0
6.0,1528268550.0,14.0,1528268911.0,0.44996929884036463,1.0
6.0,1528268550.0,15.0,1528268911.0,0.46632132778070984,1.0
8.0,1528268911.0,11.0,1528269635.0,0.3028298943459889,1.0
12.0,1528269273.0,6.0,1528268550.0,0.285311823492779,1.0
14.0,1528269273.0,3.0,1528269635.0,0.05014300333237127,1.0
5.0,1528269273.0,8.0,1528268911.0,0.10028805694530397,1.0
6.0,1528269273.0,11.0,1528269997.0,0.2031469093326465,1.0
6.0,1528269635.0,14.0,1528269273.0,0.4484456680892299,1.0
7.0,1528269635.0,2.0,1528269997.0,0.4165280517839413,1.0
12.0,1528269997.0,3.0,1528270721.0,0.08563692208212091,1.0
4.0,1528269997.0,7.0,1528269635.0,0.24990572019411278,1.0
8.0,1528269997.0,15.0,1528270721.0,0.10212352746398261,1.0
1.0,1528270359.0,8.0,1528270721.0,0.46277729299117293,1.0
1.0,1528270359.0,11.0,1528271083.0,0.046610298124919666,1.0
11.0,1528270359.0,16.0,1528272169.0,0.1700041952084127,1.0
14.0,1528270359.0,10.0,1528271083.0,0.20868955054878036,1.0
14.0,1528270359.0,10.0,1528271445.0,0.1869656741768295,1.0
11.0,1528270721.0,6.0,1528271807.0,0.18751988767767697,1.0
11.0,1528270721.0,16.0,1528272169.0,0.06399664383326983,1.0
12.0,1528270721.0,14.0,1528271445.0,0.3528231303158562,1.0
12.0,1528270721.0,2.0,1528271445.0,0.13315214137761763,1.0
12.0,1528270721.0,4.0,1528271445.0,0.19067351836802224,1.0
12.0,1528270721.0,6.0,1528271807.0,0.07351502031375108,1.0
12.0,1528270721.0,8.0,1528271807.0,0.06306940533377509,1.0
12.0,1528270721.0,9.0,1528271807.0,0.1560158351946059,4.0
16.0,1528270721.0,9.0,1528271807.0,0.16726476379764071,1.0
16.0,1528270721.0,12.0,1528272169.0,0.08593706600948402,1.0
4.0,1528270721.0,1.0,1528271083.0,0.17584005976645603,1.0
4.0,1528270721.0,10.0,1528271445.0,0.08704358484189716,1.0
6.0,1528270721.0,1.0,1528271083.0,0.25380056686421026,1.0
11.0,1528271083.0,5.0,1528270359.0,0.031093338900531876,1.0
16.0,1528271083.0,12.0,1528272169.0,0.314452799507113,2.0
8.0,1528271083.0,4.0,1528271445.0,0.18842633175427706,1.0
12.0,1528271445.0,14.0,1528272531.0,0.029234695473784357,1.0
3.0,1528271445.0,9.0,1528271807.0,0.49576624726118895,1.0
4.0,1528271445.0,8.0,1528271083.0,0.31432511217982106,1.0
1.0,1528271807.0,5.0,1528271445.0,0.0056505336615124534,1.0
16.0,1528271807.0,9.0,1528272893.0,0.16726476379764071,1.0
10.0,1528272169.0,9.0,1528272893.0,0.3895091704323439,1.0
10.0,1528272169.0,8.0,1528273254.0,0.025247547674011016,1.0
16.0,1528272169.0,5.0,1528271445.0,0.24805001921419154,1.0
2.0,1528272169.0,14.0,1528272531.0,0.04329234290305267,1.0
2.0,1528272169.0,9.0,1528272893.0,0.02913011936067408,1.0
6.0,1528272169.0,12.0,1528272893.0,0.26254588716544636,1.0
8.0,1528272169.0,12.0,1528272893.0,0.30436654118361456,1.0
10.0,1528272531.0,5.0,1528273254.0,0.027611528788347443,1.0
11.0,1528272531.0,6.0,1528273254.0,0.20941355544110457,1.0
15.0,1528272531.0,5.0,1528273254.0,0.03785962625569534,1.0
16.0,1528272531.0,3.0,1528273616.0,0.1967910557241358,1.0
16.0,1528272531.0,6.0,1528273616.0,0.09054213513073439,1.0
6.0,1528272531.0,14.0,1528272893.0,0.4484456680892299,1.0
1.0,1528272893.0,10.0,1528273254.0,0.4520306741388837,2.0
10.0,1528272893.0,14.0,1528273616.0,0.28970155676198217,1.0
9.0,1528272893.0,3.0,1528272531.0,0.33426021965734626,1.0
11.0,1528273254.0,3.0,1528273616.0,0.47890350934015075,1.0
11.0,1528273254.0,3.0,1528273978.0,0.04219298131969851,1.0
15.0,1528273254.0,3.0,1528273616.0,0.434257431622509,1.0
16.0,1528273254.0,4.0,1528273978.0,0.014834631012026152,1.0
3.0,1528273254.0,14.0,1528273616.0,0.08858362874637453,1.0
4.0,1528273254.0,14.0,1528273616.0,0.054222816743913896,1.0
8.0,1528273254.0,1.0,1528272893.0,0.41304153422162965,1.0
3.0,1528273616.0,15.0,1528273254.0,0.13250609881762015,1.0
1.0,1528274340.0,16.0,1528273254.0,0.08550066969194167,1.0
11.0,1528274340.0,6.0,1528275426.0,0.18751988767767697,1.0
14.0,1528274340.0,7.0,1528274702.0,0.47690960506675184,1.0
14.0,1528274340.0,8.0,1528275064.0,0.01814798842391047,1.0
5.0,1528274340.0,7.0,1528274702.0,0.05941288656311544,1.0
5.0,1528274340.0,10.0,1528275064.0,0.03803896660640107,1.0
1.0,1528274702.0,8.0,1528275426.0,0.07444541401765413,1.0
11.0,1528274702.0,8.0,1528275426.0,0.31825779083508704,1.0
8.0,1528274702.0,5.0,1528274340.0,0.02006886873798887,2.0
10.0,1528275064.0,5.0,1528274340.0,0.026266593143518046,1.0
4.0,1528275064.0,12.0,1528275788.0,0.21038108928146862,1.0
12.0,1528275426.0,5.0,1528276029.0,0.2858437170235671,1.0
12.0,1528275426.0,14.0,1528276753.0,0.18619296418626902,1.0
2.0,1528275426.0,6.0,1528275064.0,0.1706853300649477,4.0
16.0,1528275788.0,11.0,1528277115.0,0.11132064984091507,1.0
16.0,1528275788.0,9.0,1528277115.0,0.017531913849475847,1.0
2.0,1528275788.0,5.0,1528276029.0,0.1298036822664101,1.0
3.0,1528275788.0,5.0,1528276029.0,0.03269957093603371,1.0
8.0,1528275788.0,5.0,1528276029.0,0.3208933774423886,1.0
9.0,1528275788.0,14.0,1528276753.0,0.1337628708520727,1.0
9.0,1528275788.0,12.0,1528277115.0,0.18938463013902448,1.0
11.0,1528276029.0,5.0,1528276753.0,0.031093338900531876,1.0
12.0,1528276029.0,14.0,1528276753.0,0.3528231303158562,1.0
12.0,1528276029.0,9.0,1528277115.0,0.1560158351946059,1.0
5.0,1528276029.0,8.0,1528275788.0,0.40102050199949796,1.0
9.0,1528276029.0,14.0,1528276753.0,0.14938412590994754,1.0
1.0,1528276391.0,5.0,1528276753.0,0.0056505336615124534,1.0
8.0,1528276391.0,5.0,1528276753.0,0.02006886873798887,1.0
8.0,1528276391.0,12.0,1528277115.0,0.30436654118361456,1.0
1.0,1528276753.0,8.0,1528277477.0,0.07444541401765413,1.0
12.0,1528276753.0,4.0,1528277477.0,0.19067351836802224,1.0
14.0,1528276753.0,1.0,1528276391.0,0.18056053797034896,1.0
16.0,1528277115.0,1.0,1528278140.0,0.1072689777800823,1.0
4.0,1528277115.0,8.0,1528277477.0,0.31432511217982106,1.0
4.0,1528277115.0,9.0,1528277839.0,0.06026058393412326,1.0
7.0,1528277115.0,4.0,1528277477.0,0.25914707772406703,1.0
9.0,1528277115.0,4.0,1528276753.0,0.29152689653552744,1.0
12.0,1528277477.0,5.0,1528278140.0,0.21478339035924543,1.0
12.0,1528277477.0,14.0,1528278562.0,0.03012858617776798,1.0
15.0,1528277477.0,4.0,1528277115.0,0.2759275927592759,1.0
4.0,1528277477.0,8.0,1528277115.0,0.31432511217982106,2.0
6.0,1528277477.0,9.0,1528277839.0,0.07516695535764475,1.0
14.0,1528277839.0,12.0,1528278562.0,0.3040099806701527,1.0
14.0,1528277839.0,7.0,1528278562.0,0.044735788775520445,1.0
14.0,1528277839.0,10.0,1528278924.0,0.18587270394278083,1.0
3.0,1528277839.0,6.0,1528277477.0,0.11427124342126184,1.0
6.0,1528277839.0,1.0,1528278140.0,0.3795413553207936,1.0
7.0,1528277839.0,5.0,1528278140.0,0.24268537225410547,1.0
11.0,1528278140.0,5.0,1528278924.0,0.04920279323478316,2.0
12.0,1528278140.0,14.0,1528278924.0,0.2991896880768388,1.0
12.0,1528278140.0,3.0,1528278924.0,0.009860976398318776,1.0
12.0,1528278140.0,14.0,1528279286.0,0.02439874676523308,1.0
12.0,1528278140.0,8.0,1528279286.0,0.011305284081497469,1.0
15.0,1528278140.0,5.0,1528278924.0,0.1254245463132298,1.0
16.0,1528278140.0,8.0,1528279286.0,0.0028123129185403566,1.0
6.0,1528278140.0,11.0,1528278924.0,0.13710936038231333,1.0
8.0,1528278140.0,11.0,1528278924.0,0.24505336625311505,1.0
3.0,1528278562.0,8.0,1528278140.0,0.25046668217833573,1.0
8.0,1528278562.0,10.0,1528279648.0,0.08003496687793314,1.0
6.0,1528278924.0,2.0,1528279286.0,0.19184703137732037,1.0
7.0,1528278924.0,3.0,1528279286.0,0.3057473380588542,1.0
8.0,1528278924.0,1.0,1528279286.0,0.4114156104937117,1.0
10.0,1528279286.0,15.0,1528280372.0,0.011066763920874433,1.0
4.0,1528279286.0,8.0,1528278924.0,0.31432511217982106,1.0
7.0,1528279286.0,2.0,1528279648.0,0.4165280517839413,1.0
11.0,1528279648.0,7.0,1528280372.0,0.30684538056486355,1.0
15.0,1528279648.0,7.0,1528280372.0,0.24235606334907925,1.0
1.0,1528280010.0,10.0,1528280734.0,0.09897449286273739,1.0
11.0,1528280010.0,7.0,1528279286.0,0.30684538056486355,1.0
3.0,1528280010.0,11.0,1528280372.0,0.46236878530989534,1.0
3.0,1528280010.0,16.0,1528281096.0,0.17710689669748894,1.0
5.0,1528280010.0,16.0,1528281096.0,0.005437323573987177,1.0
12.0,1528280372.0,5.0,1528281096.0,0.14253872491718506,2.0
14.0,1528280372.0,3.0,1528280734.0,0.05014300333237127,1.0
5.0,1528280372.0,10.0,1528280734.0,0.4809805166967995,1.0
7.0,1528280372.0,5.0,1528280010.0,0.08920965035211355,1.0
8.0,1528280372.0,16.0,1528281821.0,0.13846804157569012,2.0
11.0,1528280734.0,9.0,1528281458.0,0.3914099702850034,1.0
14.0,1528280734.0,1.0,1528281096.0,0.18056053797034896,1.0
2.0,1528280734.0,15.0,1528281096.0,0.12104348163903533,1.0
3.0,1528280734.0,8.0,1528280372.0,0.3570354003520321,1.0
6.0,1528280734.0,15.0,1528281096.0,0.46484299350863423,1.0
6.0,1528280734.0,16.0,1528281821.0,0.048871552159376636,2.0
5.0,1528281096.0,8.0,1528280734.0,0.10028805694530397,1.0
9.0,1528281096.0,4.0,1528280734.0,0.29152689653552744,1.0
10.0,1528281458.0,3.0,1528282183.0,0.049226828368199,1.0
10.0,1528281458.0,16.0,1528282545.0,0.295664676773587,1.0
11.0,1528281458.0,16.0,1528282545.0,0.2973510717173787,1.0
15.0,1528281458.0,4.0,1528281821.0,0.2739273927392739,1.0
5.0,1528281458.0,10.0,1528282183.0,0.03947272208513919,1.0
11.0,1528281821.0,14.0,1528282907.0,0.0630529392532787,1.0
11.0,1528281821.0,9.0,1528282907.0,0.08711495542750507,1.0
16.0,1528281821.0,15.0,1528281458.0,0.48095772593710007,1.0
10.0,1528282183.0,3.0,1528281821.0,0.47611019052511994,1.0
3.0,1528282183.0,11.0,1528281821.0,0.46236878530989534,1.0
8.0,1528282183.0,4.0,1528282545.0,0.18842633175427706,1.0
10.0,1528282545.0,5.0,1528283268.0,0.027611528788347443,1.0
12.0,1528282545.0,2.0,1528283268.0,0.134349445049748,1.0
12.0,1528282545.0,16.0,1528284354.0,0.10028331230894053,1.0
7.0,1528282545.0,15.0,1528283268.0,0.14833566176557209,1.0
7.0,1528282545.0,10.0,1528283630.0,0.03520458886635071,1.0
1.0,1528282907.0,15.0,1528283268.0,0.12469994908226852,1.0
10.0,1528282907.0,2.0,1528283630.0,0.015505448762028664,1.0
16.0,1528282907.0,1.0,1528283992.0,0.17208472282086762,1.0
2.0,1528282907.0,7.0,1528282545.0,0.33636186977293303,1.0
3.0,1528282907.0,6.0,1528283268.0,0.11671800794219758,2.0
10.0,1528283268.0,1.0,1528283992.0,0.0798006065181637,1.0
10.0,1528283268.0,16.0,1528284354.0,0.2963126393524521,1.0
10.0,1528283268.0,7.0,1528284354.0,0.04343214232183824,1.0
14.0,1528283268.0,5.0,1528283630.0,0.17228574890990947,1.0
14.0,1528283268.0,11.0,1528283992.0,0.23620554510554395,1.0
14.0,1528283268.0,10.0,1528284354.0,0.1869656741768295,1.0
3.0,1528283268.0,11.0,1528283992.0,0.0752624293802093,1.0
3.0,1528283268.0,16.0,1528284354.0,0.17710689669748894,1.0
4.0,1528283268.0,1.0,1528283630.0,0.17584005976645603,1.0
8.0,1528283268.0,1.0,1528283630.0,0.4114156104937117,1.0
10.0,1528283630.0,3.0,1528283268.0,0.47611019052511994,1.0
2.0,1528283630.0,8.0,1528283268.0,0.3872912008584693,2.0
3.0,1528283630.0,16.0,1528284354.0,0.2152620688683407,1.0
11.0,1528283992.0,3.0,1528283630.0,0.47890350934015075,1.0
3.0,1528283992.0,10.0,1528284354.0,0.43469563357033436,1.0
4.0,1528283992.0,14.0,1528283630.0,0.054222816743913896,1.0
7.0,1528283992.0,1.0,1528284354.0,0.4495251013512486,1.0
11.0,1528284354.0,6.0,1528285078.0,0.2083200748815487,1.0
11.0,1528284354.0,14.0,1528285440.0,0.0630529392532787,1.0
11.0,1528284354.0,6.0,1528285440.0,0.18751988767767697,2.0
11.0,1528284354.0,7.0,1528285440.0,0.03973192915270465,1.0
11.0,1528284354.0,8.0,1528285440.0,0.02261331374736941,2.0
12.0,1528284354.0,4.0,1528283630.0,0.19067351836802224,2.0
14.0,1528284354.0,3.0,1528284716.0,0.05014300333237127,1.0
10.0,1528284716.0,7.0,1528285802.0,0.04343214232183824,1.0
11.0,1528284716.0,6.0,1528285802.0,0.18751988767767697,1.0
12.0,1528284716.0,9.0,1528285802.0,0.1560158351946059,1.0
14.0,1528284716.0,12.0,1528285802.0,0.04542899169047601,1.0
14.0,1528284716.0,16.0,1528285802.0,0.17170557606699646,1.0
12.0,1528285078.0,2.0,1528285802.0,0.13315214137761763,1.0
12.0,1528285078.0,9.0,1528285802.0,0.4373438901297373,1.0
14.0,1528285078.0,9.0,1528285802.0,0.18860096426482087,1.0
2.0,1528285078.0,8.0,1528285440.0,0.3872912008584693,1.0
2.0,1528285078.0,16.0,1528285802.0,0.1989360454437828,1.0
3.0,1528285078.0,8.0,1528285440.0,0.3570354003520321,1.0
3.0,1528285078.0,9.0,1528285802.0,0.00846750547762212,1.0
6.0,1528285078.0,2.0,1528284716.0,0.19184703137732037,1.0
8.0,1528285078.0,16.0,1528285802.0,0.4311588253272604,1.0
14.0,1528285440.0,5.0,1528285078.0,0.17228574890990947,1.0
8.0,1528285440.0,5.0,1528285078.0,0.02006886873798887,1.0
1.0,1528285802.0,6.0,1528286164.0,0.30320563902972353,1.0
1.0,1528285802.0,16.0,1528286526.0,0.2763328868720389,1.0
15.0,1528285802.0,10.0,1528286888.0,0.019988268736182004,1.0
9.0,1528285802.0,3.0,1528285440.0,0.33426021965734626,1.0
12.0,1528286164.0,2.0,1528286888.0,0.13315214137761763,1.0
14.0,1528286164.0,10.0,1528286888.0,0.20868955054878036,1.0
5.0,1528286164.0,10.0,1528286526.0,0.4809805166967995,1.0
6.0,1528286164.0,15.0,1528285802.0,0.46484299350863423,1.0
11.0,1528286526.0,4.0,1528287250.0,0.09210836514298039,1.0
3.0,1528286526.0,14.0,1528286164.0,0.08858362874637453,1.0
1.0,1528286888.0,12.0,1528287612.0,0.07495662262063262,1.0
11.0,1528286888.0,3.0,1528287612.0,0.04219298131969851,1.0
14.0,1528286888.0,5.0,1528287250.0,0.17228574890990947,1.0
15.0,1528286888.0,1.0,1528287250.0,0.27577693929730357,1.0
15.0,1528286888.0,2.0,1528287250.0,0.3839430368545016,2.0
15.0,1528286888.0,8.0,1528287612.0,0.276676307652345,1.0
2.0,1528286888.0,6.0,1528286526.0,0.1706853300649477,1.0
3.0,1528286888.0,11.0,1528287250.0,0.46236878530989534,1.0
4.0,1528286888.0,1.0,1528287250.0,0.17584005976645603,1.0
4.0,1528286888.0,12.0,1528287612.0,0.21038108928146862,1.0
6.0,1528286888.0,1.0,1528287250.0,0.25380056686421026,1.0
6.0,1528286888.0,2.0,1528287250.0,0.19184703137732037,1.0
5.0,1528287250.0,15.0,1528286888.0,0.41014581781978815,1.0
1.0,1528287612.0,11.0,1528288336.0,0.046610298124919666,1.0
11.0,1528287612.0,14.0,1528288698.0,0.0630529392532787,1.0
16.0,1528287612.0,9.0,1528288336.0,0.4448431758650938,1.0
16.0,1528287612.0,6.0,1528288698.0,0.09154724308938023,1.0
2.0,1528287612.0,10.0,1528288336.0,0.11969786716114843,1.0
6.0,1528287612.0,11.0,1528288336.0,0.2031469093326465,1.0
6.0,1528287612.0,11.0,1528288698.0,0.19527963600103024,1.0
10.0,1528287914.0,1.0,1528288698.0,0.003540988273812631,1.0
10.0,1528287914.0,15.0,1528288698.0,0.28607398058376204,1.0
15.0,1528287914.0,11.0,1528288698.0,0.3129502738997346,1.0
3.0,1528287914.0,11.0,1528288336.0,0.37325863922866254,1.0
9.0,1528287914.0,11.0,1528288698.0,0.2894656945155633,1.0
13.0,1528288336.0,3.0,1528289422.0,0.10813160440313949,1.0
2.0,1528288336.0,11.0,1528288698.0,0.467305507649022,3.0
3.0,1528288336.0,11.0,1528288698.0,0.46236878530989534,1.0
8.0,1528288336.0,1.0,1528288698.0,0.4114156104937117,1.0
16.0,1528288698.0,7.0,1528289783.0,0.017113102652345273,1.0
4.0,1528288698.0,8.0,1528288336.0,0.31432511217982106,2.0
1.0,1528289060.0,7.0,1528289783.0,0.15036714691445435,1.0
11.0,1528289060.0,1.0,1528289783.0,0.0853774241293375,1.0
11.0,1528289060.0,8.0,1528289783.0,0.31919942372067395,1.0
11.0,1528289060.0,15.0,1528290145.0,0.015298718436239886,2.0
14.0,1528289060.0,8.0,1528289783.0,0.01950413761117026,1.0
4.0,1528289060.0,15.0,1528289422.0,0.10143373446125735,1.0
6.0,1528289060.0,15.0,1528289422.0,0.46484299350863423,1.0
6.0,1528289060.0,11.0,1528289783.0,0.2042475351484854,1.0
10.0,1528289422.0,6.0,1528290507.0,0.19125127496824243,1.0
14.0,1528289422.0,1.0,1528289783.0,0.17729932101462975,1.0
14.0,1528289422.0,7.0,1528289783.0,0.4783546061577277,1.0
5.0,1528289422.0,1.0,1528289783.0,0.10320632708692408,1.0
5.0,1528289422.0,15.0,1528290145.0,0.17807893291793692,1.0
8.0,1528289422.0,1.0,1528289783.0,0.41304153422162965,1.0
8.0,1528289783.0,5.0,1528289422.0,0.017250998934845253,1.0
16.0,1528290145.0,12.0,1528291231.0,0.314452799507113,1.0
16.0,1528290145.0,10.0,1528291593.0,0.008399839481300034,1.0
2.0,1528290145.0,13.0,1528290869.0,0.26910104476150387,1.0
5.0,1528290145.0,9.0,1528289783.0,0.3169824207878853,1.0
6.0,1528290145.0,16.0,1528291231.0,0.04974655533126313,1.0
1.0,1528290507.0,15.0,1528290869.0,0.12227529520160998,1.0
1.0,1528290507.0,10.0,1528291231.0,0.09897449286273739,1.0
1.0,1528290507.0,11.0,1528291231.0,0.046610298124919666,1.0
1.0,1528290507.0,12.0,1528291231.0,0.07495662262063262,1.0
1.0,1528290507.0,8.0,1528291231.0,0.07444541401765413,1.0
15.0,1528290507.0,10.0,1528291593.0,0.019988268736182004,1.0
